task,diff_sub,same_sub
semantic,0.4896484375,0.4896484375
glass,0.5160349399052186,0.5160349399052186
mem,0.5123321849120084,0.5123321849120084
motor,0.5189112025596914,0.5189112025596914
semantic,0.5224776785714287,0.5224776785714287
glass,0.5074200461059724,0.5074200461059724
mem,0.49207245568064184,0.49207245568064184
motor,0.47167556715497166,0.47167556715497166
semantic,0.487578125,0.487578125
glass,0.523384952752084,0.523384952752084
mem,0.5110525443193582,0.5110525443193582
motor,0.522039623735794,0.522039623735794
semantic,0.4768136160714286,0.4768136160714286
glass,0.5052706941589585,0.5052706941589585
mem,0.5147687386775363,0.5147687386775363
motor,0.48877810794842386,0.48877810794842386
semantic,0.48770089285714285,0.48770089285714285
glass,0.516977846294393,0.516977846294393
mem,0.48729134316770184,0.48729134316770184
motor,0.5324502218877072,0.5324502218877072
semantic,0.46853236607142856,0.46853236607142856
glass,0.5102222686136805,0.5102222686136805
mem,0.49807841614906834,0.49807841614906834
motor,0.480732139831613,0.480732139831613
semantic,0.48795200892857143,0.48795200892857143
glass,0.4779918922005253,0.4779918922005253
mem,0.5259280376552795,0.5259280376552795
motor,0.483112165159177,0.483112165159177
semantic,0.5088616071428571,0.5088616071428571
glass,0.502213140202124,0.502213140202124
mem,0.48348456909937887,0.48348456909937887
motor,0.4907720698441247,0.4907720698441247
semantic,0.46932477678571427,0.46932477678571427
glass,0.495046105972365,0.495046105972365
mem,0.503220432194617,0.503220432194617
motor,0.5036789182784207,0.5036789182784207
semantic,0.5061383928571428,0.5061383928571428
glass,0.5060826338928857,0.5060826338928857
mem,0.5023659905538302,0.5023659905538302
motor,0.5221120386299656,0.5221120386299656
semantic,0.49703683035714286,0.49703683035714286
glass,0.4987402042651593,0.4987402042651593
mem,0.5213529535455486,0.5213529535455486
motor,0.45544911896569706,0.45544911896569706
semantic,0.5079129464285714,0.5079129464285714
glass,0.4997273609683681,0.4997273609683681
mem,0.5116999466226708,0.5116999466226708
motor,0.4807440324913982,0.4807440324913982
semantic,0.5136997767857143,0.5136997767857143
glass,0.4931602039796734,0.4931602039796734
mem,0.49777392274844723,0.49777392274844723
motor,0.46493147873005947,0.46493147873005947
semantic,0.5123772321428572,0.5123772321428572
glass,0.5058419335959803,0.5058419335959803
mem,0.5171585872800207,0.5171585872800207
motor,0.4968539842039412,0.4968539842039412
semantic,0.47648995535714284,0.47648995535714284
glass,0.5031513182311294,0.5031513182311294
mem,0.5079972987836439,0.5079972987836439
motor,0.48563059878184406,0.48563059878184406
semantic,0.5082477678571429,0.5082477678571429
glass,0.46023154690533286,0.46023154690533286
mem,0.48105104813664595,0.48105104813664595
motor,0.5097822828693567,0.5097822828693567
semantic,0.5026953125,0.5026953125
glass,0.49678293079821856,0.49678293079821856
mem,0.47214451507505173,0.47214451507505173
motor,0.49045083226896746,0.49045083226896746
semantic,0.5137388392857143,0.5137388392857143
glass,0.49800677315290626,0.49800677315290626
mem,0.556549843103002,0.556549843103002
motor,0.49024807328050607,0.49024807328050607
semantic,0.5233537946428571,0.5233537946428571
glass,0.49651965927258196,0.49651965927258196
mem,0.5197900491718427,0.5197900491718427
motor,0.4907820346983283,0.4907820346983283
semantic,0.4841685267857143,0.4841685267857143
glass,0.5081309059894941,0.5081309059894941
mem,0.5061317206909938,0.5061317206909938
motor,0.5238846287100754,0.5238846287100754
semantic,0.4632142857142857,0.4632142857142857
glass,0.48811763089528376,0.48811763089528376
mem,0.4991595092520704,0.4991595092520704
motor,0.5221869922540229,0.5221869922540229
semantic,0.5079687500000001,0.5079687500000001
glass,0.5087940361996117,0.5087940361996117
mem,0.5033065637939959,0.5033065637939959
motor,0.5003574042939561,0.5003574042939561
semantic,0.5071261160714285,0.5071261160714285
glass,0.49143131923033,0.49143131923033
mem,0.5181590078286749,0.5181590078286749
motor,0.49057814889392837,0.49057814889392837
semantic,0.495078125,0.495078125
glass,0.510267500285486,0.510267500285486
mem,0.5084722357013458,0.5084722357013458
motor,0.48974059882528764,0.48974059882528764
semantic,0.4656975446428571,0.4656975446428571
glass,0.5213125927829165,0.5213125927829165
mem,0.5084451426630434,0.5084451426630434
motor,0.4967567793591214,0.4967567793591214
semantic,0.5147377232142858,0.5147377232142858
glass,0.5030397110882723,0.5030397110882723
mem,0.49107769636387166,0.49107769636387166
motor,0.4682105809917284,0.4682105809917284
semantic,0.4946986607142857,0.4946986607142857
glass,0.500489251455978,0.500489251455978
mem,0.5033751051371635,0.5033751051371635
motor,0.5156237102709137,0.5156237102709137
semantic,0.53203125,0.53203125
glass,0.499672048075825,0.499672048075825
mem,0.48196048460144925,0.48196048460144925
motor,0.4798311486680221,0.4798311486680221
semantic,0.4737779017857143,0.4737779017857143
glass,0.5126577309580906,0.5126577309580906
mem,0.473824890010352,0.473824890010352
motor,0.5283074627254718,0.5283074627254718
semantic,0.48461495535714283,0.48461495535714283
glass,0.4893432575368276,0.4893432575368276
mem,0.4986497961956522,0.4986497961956522
motor,0.4806125072767873,0.4806125072767873
semantic,0.49597098214285706,0.49597098214285706
glass,0.5131932846579879,0.5131932846579879
mem,0.5233600624353002,0.5233600624353002
motor,0.4711793472830431,0.4711793472830431
semantic,0.5075334821428572,0.5075334821428572
glass,0.4655604088158045,0.4655604088158045
mem,0.5096426953933747,0.5096426953933747
motor,0.5295516032825913,0.5295516032825913
semantic,0.48305803571428574,0.48305803571428574
glass,0.4851092340413383,0.4851092340413383
mem,0.4991340337085921,0.4991340337085921
motor,0.4984492976271157,0.4984492976271157
semantic,0.49143973214285713,0.49143973214285713
glass,0.5030499707376955,0.5030499707376955
mem,0.48433921292701865,0.48433921292701865
motor,0.49414803754822223,0.49414803754822223
semantic,0.48618303571428567,0.48618303571428567
glass,0.5054785635777093,0.5054785635777093
mem,0.5068541343167702,0.5068541343167702
motor,0.4791866506794564,0.4791866506794564
semantic,0.5125669642857142,0.5125669642857142
glass,0.4883884856400594,0.4883884856400594
mem,0.5157768423266045,0.5157768423266045
motor,0.45919852433270775,0.45919852433270775
semantic,0.49419642857142854,0.49419642857142854
glass,0.503159079878954,0.503159079878954
mem,0.48607316737836437,0.48607316737836437
motor,0.4869238033486254,0.4869238033486254
semantic,0.5075725446428572,0.5075725446428572
glass,0.5052987074626014,0.5052987074626014
mem,0.5216766546972049,0.5216766546972049
motor,0.49253583546206514,0.49253583546206514
semantic,0.4758203125,0.4758203125
glass,0.48006808838643367,0.48006808838643367
mem,0.4990406233825052,0.4990406233825052
motor,0.5096208766682306,0.5096208766682306
semantic,0.5201506696428572,0.5201506696428572
glass,0.4988999871531346,0.4988999871531346
mem,0.48799131405279506,0.48799131405279506
motor,0.45224541833924164,0.45224541833924164
semantic,0.5120703125,0.5120703125
glass,0.5171821471394313,0.5171821471394313
mem,0.5009943549430642,0.5009943549430642
motor,0.50107666584124,0.50107666584124
semantic,0.4906026785714286,0.4906026785714286
glass,0.4879165417665867,0.4879165417665867
mem,0.4967051630434783,0.4967051630434783
motor,0.5168654614351996,0.5168654614351996
semantic,0.49457031250000005,0.49457031250000005
glass,0.5241204357942217,0.5241204357942217
mem,0.48781096337991714,0.48781096337991714
motor,0.48189418573836584,0.48189418573836584
semantic,0.5113392857142858,0.5113392857142858
glass,0.4907891543907731,0.4907891543907731
mem,0.5127753784937888,0.5127753784937888
motor,0.48414310671028393,0.48414310671028393
semantic,0.5031138392857143,0.5031138392857143
glass,0.4976175309752198,0.4976175309752198
mem,0.4818153144409938,0.4818153144409938
motor,0.5020630506464394,0.5020630506464394
semantic,0.49217633928571425,0.49217633928571425
glass,0.494252990464771,0.494252990464771
mem,0.5282942303959628,0.5282942303959628
motor,0.4914088701864595,0.4914088701864595
semantic,0.51828125,0.51828125
glass,0.5063492063492063,0.5063492063492063
mem,0.4844033061594203,0.4844033061594203
motor,0.4942721637907066,0.4942721637907066
semantic,0.4973772321428571,0.4973772321428571
glass,0.5011837851147654,0.5011837851147654
mem,0.4969117980072464,0.4969117980072464
motor,0.48714396689170403,0.48714396689170403
semantic,0.5004854910714285,0.5004854910714285
glass,0.5050453387290168,0.5050453387290168
mem,0.46217265948498965,0.46217265948498965
motor,0.5056653318649428,0.5056653318649428
semantic,0.5160491071428571,0.5160491071428571
glass,0.5138553442959918,0.5138553442959918
mem,0.4584869953416149,0.4584869953416149
motor,0.5000810764431933,0.5000810764431933
semantic,0.48023995535714287,0.48023995535714287
glass,0.4964796912470024,0.4964796912470024
mem,0.4616570830098344,0.4616570830098344
motor,0.49747316277412845,0.49747316277412845
semantic,0.5155580357142857,0.5155580357142857
glass,0.4843663462087473,0.4843663462087473
mem,0.5394915405020704,0.5394915405020704
motor,0.4822835210092795,0.4822835210092795
semantic,0.47763392857142856,0.47763392857142856
glass,0.4974173339899509,0.4974173339899509
mem,0.5315607611930642,0.5315607611930642
motor,0.5341149091596289,0.5341149091596289
semantic,0.5162276785714286,0.5162276785714286
glass,0.494352375242663,0.494352375242663
mem,0.4851063098473085,0.4851063098473085
motor,0.49973066383849446,0.49973066383849446
semantic,0.5323549107142858,0.5323549107142858
glass,0.5015113801815689,0.5015113801815689
mem,0.5038318452380952,0.5038318452380952
motor,0.49754143695912834,0.49754143695912834
semantic,0.5014787946428572,0.5014787946428572
glass,0.481644684252598,0.481644684252598
mem,0.49164381955227743,0.49164381955227743
motor,0.4812345911314427,0.4812345911314427
semantic,0.5221428571428571,0.5221428571428571
glass,0.5237095145312322,0.5237095145312322
mem,0.5100596046842649,0.5100596046842649
motor,0.5371745945634796,0.5371745945634796
semantic,0.5157868303571429,0.5157868303571429
glass,0.5154266765159301,0.5154266765159301
mem,0.4802511969461698,0.4802511969461698
motor,0.490845109238696,0.490845109238696
semantic,0.48361049107142856,0.48361049107142856
glass,0.4850023552586502,0.4850023552586502
mem,0.5045037121506212,0.5045037121506212
motor,0.49799327657439263,0.49799327657439263
semantic,0.49994419642857146,0.49994419642857146
glass,0.5101514324254881,0.5101514324254881
mem,0.5030693986154244,0.5030693986154244
motor,0.5008768121372467,0.5008768121372467
semantic,0.4904910714285714,0.4904910714285714
glass,0.5091956791709489,0.5091956791709489
mem,0.5018777093038302,0.5018777093038302
motor,0.5034141844133388,0.5034141844133388
semantic,0.5348772321428572,0.5348772321428572
glass,0.5035667002112596,0.5035667002112596
mem,0.4934341841356108,0.4934341841356108
motor,0.509020772512425,0.509020772512425
semantic,0.48771205357142855,0.48771205357142855
glass,0.5081210924117848,0.5081210924117848
mem,0.5125616669901656,0.5125616669901656
motor,0.4954672539142599,0.4954672539142599
semantic,0.5009207589285714,0.5009207589285714
glass,0.4789279290853032,0.4789279290853032
mem,0.5081558132763975,0.5081558132763975
motor,0.47600560855663293,0.47600560855663293
semantic,0.5038113839285714,0.5038113839285714
glass,0.5008809024209204,0.5008809024209204
mem,0.5134035730460662,0.5134035730460662
motor,0.5153566684695721,0.5153566684695721
semantic,0.47328683035714286,0.47328683035714286
glass,0.4872032730958091,0.4872032730958091
mem,0.500863944422878,0.500863944422878
motor,0.498047295858965,0.498047295858965
semantic,0.46183035714285714,0.46183035714285714
glass,0.5076209568059837,0.5076209568059837
mem,0.5106481706133541,0.5106481706133541
motor,0.5030396606627742,0.5030396606627742
semantic,0.5125613839285714,0.5125613839285714
glass,0.5004050331163641,0.5004050331163641
mem,0.49415639557453417,0.49415639557453417
motor,0.47638802001876757,0.47638802001876757
semantic,0.49674107142857143,0.49674107142857143
glass,0.5142080085931255,0.5142080085931255
mem,0.5101210694875776,0.5101210694875776
motor,0.49569587536492543,0.49569587536492543
semantic,0.4785658482142857,0.4785658482142857
glass,0.5162863459232614,0.5162863459232614
mem,0.4878722259963768,0.4878722259963768
motor,0.5127417902634415,0.5127417902634415
semantic,0.5103236607142857,0.5103236607142857
glass,0.5069893192588786,0.5069893192588786
mem,0.5041749563276398,0.5041749563276398
motor,0.4982901857861537,0.4982901857861537
semantic,0.5006138392857143,0.5006138392857143
glass,0.5096578986810552,0.5096578986810552
mem,0.5002201814829192,0.5002201814829192
motor,0.49173366469867585,0.49173366469867585
semantic,0.5104073660714286,0.5104073660714286
glass,0.523328212430056,0.523328212430056
mem,0.5093165679994824,0.5093165679994824
motor,0.48055125193323606,0.48055125193323606
semantic,0.48402901785714286,0.48402901785714286
glass,0.4802720323741007,0.4802720323741007
mem,0.5004678603778467,0.5004678603778467
motor,0.5295604956252389,0.5295604956252389
semantic,0.49642299107142857,0.49642299107142857
glass,0.5195914696813977,0.5195914696813977
mem,0.47948106722308487,0.47948106722308487
motor,0.5000762840814306,0.5000762840814306
semantic,0.5155747767857144,0.5155747767857144
glass,0.4895473799531803,0.4895473799531803
mem,0.4929173945393375,0.4929173945393375
motor,0.5245993286892225,0.5245993286892225
semantic,0.5014397321428572,0.5014397321428572
glass,0.49505520583533175,0.49505520583533175
mem,0.5113455130693583,0.5113455130693583
motor,0.4975295850276301,0.4975295850276301
semantic,0.49964285714285717,0.49964285714285717
glass,0.5001240971508507,0.5001240971508507
mem,0.4978038464026915,0.4978038464026915
motor,0.51955428863431,0.51955428863431
semantic,0.49385044642857145,0.49385044642857145
glass,0.4982127690704579,0.4982127690704579
mem,0.46106831489389233,0.46106831489389233
motor,0.5238362163530046,0.5238362163530046
semantic,0.4906752232142857,0.4906752232142857
glass,0.5062516058581706,0.5062516058581706
mem,0.49704827413302277,0.49704827413302277
motor,0.4930563293930073,0.4930563293930073
semantic,0.5124162946428572,0.5124162946428572
glass,0.5022027021240151,0.5022027021240151
mem,0.49386302245082814,0.49386302245082814
motor,0.4919310204010704,0.4919310204010704
semantic,0.5183258928571428,0.5183258928571428
glass,0.49572832805184425,0.49572832805184425
mem,0.5024088541666667,0.5024088541666667
motor,0.4664970333515796,0.4664970333515796
semantic,0.4949944196428572,0.4949944196428572
glass,0.5254461609284001,0.5254461609284001
mem,0.5020558359213251,0.5020558359213251
motor,0.5077514754500747,0.5077514754500747
semantic,0.5269642857142858,0.5269642857142858
glass,0.4972881516215599,0.4972881516215599
mem,0.5032624870600414,0.5032624870600414
motor,0.5279138374083342,0.5279138374083342
semantic,0.5031584821428572,0.5031584821428572
glass,0.5073274416181341,0.5073274416181341
mem,0.4886387163561076,0.4886387163561076
motor,0.4850904602405033,0.4850904602405033
semantic,0.49824776785714286,0.49824776785714286
glass,0.4809728110368848,0.4809728110368848
mem,0.5119221499741201,0.5119221499741201
motor,0.5127622630156745,0.5127622630156745
semantic,0.5121595982142857,0.5121595982142857
glass,0.5035209332533972,0.5035209332533972
mem,0.4910572754917184,0.4910572754917184
motor,0.5037764625256317,0.5037764625256317
semantic,0.5433649553571429,0.5433649553571429
glass,0.48319487267329,0.48319487267329
mem,0.49229951151656315,0.49229951151656315
motor,0.49534667103273905,0.49534667103273905
semantic,0.49671875,0.49671875
glass,0.5095797469167522,0.5095797469167522
mem,0.47488131631728775,0.47488131631728775
motor,0.5029592630243631,0.5029592630243631
semantic,0.5208537946428571,0.5208537946428571
glass,0.4816276443131209,0.4816276443131209
mem,0.4750137487060041,0.4750137487060041
motor,0.48650635198363046,0.48650635198363046
semantic,0.4704296875,0.4704296875
glass,0.5306610961231015,0.5306610961231015
mem,0.476956359989648,0.476956359989648
motor,0.4858994054756195,0.4858994054756195
semantic,0.5226450892857142,0.5226450892857142
glass,0.5014737317289026,0.5014737317289026
mem,0.494133346273292,0.494133346273292
motor,0.514344258289021,0.514344258289021
semantic,0.5047767857142857,0.5047767857142857
glass,0.5133609184081307,0.5133609184081307
mem,0.4986916488742236,0.4986916488742236
motor,0.4668092428231328,0.4668092428231328
semantic,0.5029966517857143,0.5029966517857143
glass,0.5046058688763275,0.5046058688763275
mem,0.47236530311853,0.47236530311853
motor,0.4739168176328502,0.4739168176328502
semantic,0.5018415178571428,0.5018415178571428
glass,0.49836844809866393,0.49836844809866393
mem,0.5322002782091098,0.5322002782091098
motor,0.5119470592004658,0.5119470592004658
semantic,0.49114397321428577,0.49114397321428577
glass,0.5214714835274636,0.5214714835274636
mem,0.47996550692287787,0.47996550692287787
motor,0.5017669424243214,0.5017669424243214
semantic,0.5039174107142856,0.5039174107142856
glass,0.47035773167180545,0.47035773167180545
mem,0.5222112367365425,0.5222112367365425
motor,0.5073638236150211,0.5073638236150211
semantic,0.5037779017857142,0.5037779017857142
glass,0.5165063484926344,0.5165063484926344
mem,0.47419590288561075,0.47419590288561075
motor,0.4821445696703507,0.4821445696703507
semantic,0.4789899553571429,0.4789899553571429
glass,0.48471597721822546,0.48471597721822546
mem,0.4834942740683229,0.4834942740683229
motor,0.4765593367697146,0.4765593367697146
semantic,0.5238225446428572,0.5238225446428572
glass,0.49290398038711886,0.49290398038711886
mem,0.4786262212085921,0.4786262212085921
motor,0.536170547257846,0.536170547257846
semantic,0.4959319196428571,0.4959319196428571
glass,0.49741590656046586,0.49741590656046586
mem,0.5244403467908902,0.5244403467908902
motor,0.5155158346149168,0.5155158346149168
semantic,0.4711216517857143,0.4711216517857143
glass,0.5092604487838301,0.5092604487838301
mem,0.49773752911490676,0.49773752911490676
motor,0.4988075979433844,0.4988075979433844
semantic,0.5121540178571429,0.5121540178571429
glass,0.5068836894769899,0.5068836894769899
mem,0.4991601158126294,0.4991601158126294
motor,0.48339266087130295,0.48339266087130295
semantic,0.496328125,0.496328125
glass,0.5012685387404362,0.5012685387404362
mem,0.5229023114001035,0.5229023114001035
motor,0.49954325941420774,0.49954325941420774
semantic,0.5068694196428571,0.5068694196428571
glass,0.5032989679684823,0.5032989679684823
mem,0.488668437823499,0.488668437823499
motor,0.46101998835714036,0.46101998835714036
semantic,0.5177622767857143,0.5177622767857143
glass,0.4952196278691332,0.4952196278691332
mem,0.5073484811723603,0.5073484811723603
motor,0.5420083769940569,0.5420083769940569
semantic,0.5014508928571428,0.5014508928571428
glass,0.49412229145255226,0.49412229145255226
mem,0.532714641563147,0.532714641563147
motor,0.4920404844602579,0.4920404844602579
semantic,0.4937667410714286,0.4937667410714286
glass,0.5011568423832362,0.5011568423832362
mem,0.4884098408385093,0.4884098408385093
motor,0.48869847057136895,0.48869847057136895
semantic,0.4828459821428571,0.4828459821428571
glass,0.48146215170720563,0.48146215170720563
mem,0.5451378105590062,0.5451378105590062
motor,0.508375364925451,0.508375364925451
semantic,0.5044642857142857,0.5044642857142857
glass,0.5093190626070572,0.5093190626070572
mem,0.5081256874353003,0.5081256874353003
motor,0.522935170885031,0.522935170885031
semantic,0.5141015624999999,0.5141015624999999
glass,0.5039627226789997,0.5039627226789997
mem,0.5174925999611801,0.5174925999611801
motor,0.4875749128957703,0.4875749128957703
semantic,0.5136830357142856,0.5136830357142856
glass,0.5101485775665182,0.5101485775665182
mem,0.4573994322593168,0.4573994322593168
motor,0.499823782278525,0.499823782278525
semantic,0.5034654017857143,0.5034654017857143
glass,0.5096555791081421,0.5096555791081421
mem,0.5385546066252588,0.5385546066252588
motor,0.4746404642590275,0.4746404642590275
semantic,0.47824776785714285,0.47824776785714285
glass,0.4954724613166609,0.4954724613166609
mem,0.5082225349378882,0.5082225349378882
motor,0.48434211869634725,0.48434211869634725
semantic,0.4942745535714286,0.4942745535714286
glass,0.4833799924346237,0.4833799924346237
mem,0.4974890414725673,0.4974890414725673
motor,0.4994079736211031,0.4994079736211031
semantic,0.48343191964285714,0.48343191964285714
glass,0.5275486753454379,0.5275486753454379
mem,0.5102822124094203,0.5102822124094203
motor,0.49797531539985407,0.49797531539985407
semantic,0.5058314732142857,0.5058314732142857
glass,0.5294051366050017,0.5294051366050017
mem,0.5173334789078675,0.5173334789078675
motor,0.5263132293078581,0.5263132293078581
semantic,0.5088950892857143,0.5088950892857143
glass,0.506606322085189,0.506606322085189
mem,0.507217464091615,0.507217464091615
motor,0.4966000704870886,0.4966000704870886
semantic,0.48726004464285716,0.48726004464285716
glass,0.512681729616307,0.512681729616307
mem,0.4675389007505176,0.4675389007505176
motor,0.49635059615351196,0.49635059615351196
semantic,0.4964453125,0.4964453125
glass,0.4908533887175973,0.4908533887175973
mem,0.4968026171066252,0.4968026171066252
motor,0.4806064523381295,0.4806064523381295
semantic,0.47315848214285716,0.47315848214285716
glass,0.5260626320372274,0.5260626320372274
mem,0.4817200844332298,0.4817200844332298
motor,0.49325797514162584,0.49325797514162584
semantic,0.48936941964285713,0.48936941964285713
glass,0.5030919014788169,0.5030919014788169
mem,0.5253768762939959,0.5253768762939959
motor,0.4726930955235811,0.4726930955235811
semantic,0.4989564732142857,0.4989564732142857
glass,0.4977943538026721,0.4977943538026721
mem,0.5070583430383022,0.5070583430383022
motor,0.504238253419004,0.504238253419004
semantic,0.49626674107142854,0.49626674107142854
glass,0.4995985354573484,0.4995985354573484
mem,0.5018781136775362,0.5018781136775362
motor,0.498230478117506,0.498230478117506
semantic,0.48615513392857135,0.48615513392857135
glass,0.4999836737752655,0.4999836737752655
mem,0.5024608161878882,0.5024608161878882
motor,0.4781656468303618,0.4781656468303618
semantic,0.4930747767857143,0.4930747767857143
glass,0.5049739672547676,0.5049739672547676
mem,0.4801375679347826,0.4801375679347826
motor,0.4863512043625969,0.4863512043625969
semantic,0.48498883928571423,0.48498883928571423
glass,0.5004508000742263,0.5004508000742263
mem,0.512210468426501,0.512210468426501
motor,0.4605485177075731,0.4605485177075731
semantic,0.4785770089285714,0.4785770089285714
glass,0.5171935665753111,0.5171935665753111
mem,0.5117842585403727,0.5117842585403727
motor,0.5114040561029437,0.5114040561029437
semantic,0.4884598214285715,0.4884598214285715
glass,0.500288608398995,0.500288608398995
mem,0.4760529891304348,0.4760529891304348
motor,0.5451914826834184,0.5451914826834184
semantic,0.4890792410714286,0.4890792410714286
glass,0.4909020997487724,0.4909020997487724
mem,0.4815819908126294,0.4815819908126294
motor,0.5168913103213082,0.5168913103213082
semantic,0.4994475446428571,0.4994475446428571
glass,0.510402749229188,0.510402749229188
mem,0.48781015463250516,0.48781015463250516
motor,0.5080246400705523,0.5080246400705523
semantic,0.4947879464285715,0.4947879464285715
glass,0.49100094924060755,0.49100094924060755
mem,0.5154727532996894,0.5154727532996894
motor,0.49298624958728665,0.49298624958728665
semantic,0.5034263392857143,0.5034263392857143
glass,0.4922758221993834,0.4922758221993834
mem,0.4949520008410973,0.4949520008410973
motor,0.5009520644354082,0.5009520644354082
semantic,0.5249665178571429,0.5249665178571429
glass,0.5070796041738038,0.5070796041738038
mem,0.4986558618012422,0.4986558618012422
motor,0.49358646235185766,0.49358646235185766
semantic,0.49224330357142854,0.49224330357142854
glass,0.4880000463914583,0.4880000463914583
mem,0.5106975042054865,0.5106975042054865
motor,0.4856132485316095,0.4856132485316095
semantic,0.5323214285714286,0.5323214285714286
glass,0.48872580507022956,0.48872580507022956
mem,0.47674851190476186,0.47674851190476186
motor,0.5045294606705939,0.5045294606705939
semantic,0.5125613839285714,0.5125613839285714
glass,0.4943127640744547,0.4943127640744547
mem,0.4864073822463768,0.4864073822463768
motor,0.5129125232422758,0.5129125232422758
semantic,0.5028571428571429,0.5028571428571429
glass,0.4968486817688706,0.4968486817688706
mem,0.5316113079063147,0.5316113079063147
motor,0.4839170239895041,0.4839170239895041
semantic,0.4698381696428572,0.4698381696428572
glass,0.5031034993433824,0.5031034993433824
mem,0.5061311141304348,0.5061311141304348
motor,0.5105430329649323,0.5105430329649323
semantic,0.5099274553571428,0.5099274553571428
glass,0.4974413326481672,0.4974413326481672
mem,0.5265784727613871,0.5265784727613871
motor,0.48504933824679386,0.48504933824679386
semantic,0.5148995535714286,0.5148995535714286
glass,0.4894727075482471,0.4894727075482471
mem,0.4984753089415114,0.4984753089415114
motor,0.5206892638063463,0.5206892638063463
semantic,0.5201116071428571,0.5201116071428571
glass,0.49394127555098777,0.49394127555098777
mem,0.500493133734472,0.500493133734472
motor,0.4748934548013763,0.4748934548013763
semantic,0.4935770089285714,0.4935770089285714
glass,0.4927145783373301,0.4927145783373301
mem,0.5002310995729813,0.5002310995729813
motor,0.5075151970814653,0.5075151970814653
semantic,0.5348102678571429,0.5348102678571429
glass,0.4771690683167752,0.4771690683167752
mem,0.4815559087085921,0.4815559087085921
motor,0.5275614969980538,0.5275614969980538
semantic,0.5027287946428571,0.5027287946428571
glass,0.48042985254653425,0.48042985254653425
mem,0.4919747994306418,0.4919747994306418
motor,0.4862929493361832,0.4862929493361832
semantic,0.49795200892857144,0.49795200892857144
glass,0.4933756566175631,0.4933756566175631
mem,0.5069259106495859,0.5069259106495859
motor,0.4951728970084802,0.4951728970084802
semantic,0.5355859375,0.5355859375
glass,0.5151509149822999,0.5151509149822999
mem,0.5208294917831263,0.5208294917831263
motor,0.5224519297605394,0.5224519297605394
semantic,0.48641183035714286,0.48641183035714286
glass,0.5045659900650907,0.5045659900650907
mem,0.5016985717520704,0.5016985717520704
motor,0.4966686026179057,0.4966686026179057
semantic,0.5015569196428571,0.5015569196428571
glass,0.4945045749114994,0.4945045749114994
mem,0.47099993530020706,0.47099993530020706
motor,0.5051569206591249,0.5051569206591249
semantic,0.4931529017857143,0.4931529017857143
glass,0.4724001156217883,0.4724001156217883
mem,0.4914982450181159,0.4914982450181159
motor,0.4916769709232614,0.4916769709232614
semantic,0.5085323660714286,0.5085323660714286
glass,0.5033506230729702,0.5033506230729702
mem,0.5291711147774327,0.5291711147774327
motor,0.4605019381234143,0.4605019381234143
semantic,0.4778515625,0.4778515625
glass,0.4830608727303871,0.4830608727303871
mem,0.4872616217003106,0.4872616217003106
motor,0.5127074291653634,0.5127074291653634
semantic,0.5212611607142856,0.5212611607142856
glass,0.5071698890887291,0.5071698890887291
mem,0.5251585144927535,0.5251585144927535
motor,0.5110262062089459,0.5110262062089459
semantic,0.5078069196428572,0.5078069196428572
glass,0.5058621852517986,0.5058621852517986
mem,0.49516085986024844,0.49516085986024844
motor,0.47138015131373157,0.47138015131373157
semantic,0.5155189732142857,0.5155189732142857
glass,0.5162214870960374,0.5162214870960374
mem,0.49322633605072463,0.49322633605072463
motor,0.49696376051332847,0.49696376051332847
semantic,0.4909040178571429,0.4909040178571429
glass,0.5023147553385863,0.5023147553385863
mem,0.5365729732789855,0.5365729732789855
motor,0.4761580681107288,0.4761580681107288
semantic,0.5106752232142857,0.5106752232142857
glass,0.5192817174831563,0.5192817174831563
mem,0.4953812435300207,0.4953812435300207
motor,0.5287026085653217,0.5287026085653217
semantic,0.5175167410714285,0.5175167410714285
glass,0.4954832562521411,0.4954832562521411
mem,0.512893859989648,0.512893859989648
motor,0.4745070926954089,0.4745070926954089
semantic,0.5102232142857143,0.5102232142857143
glass,0.4893020405104488,0.4893020405104488
mem,0.5190536846532091,0.5190536846532091
motor,0.48057510513328466,0.48057510513328466
semantic,0.4945758928571429,0.4945758928571429
glass,0.5059737923946557,0.5059737923946557
mem,0.5014300676112836,0.5014300676112836
motor,0.4885231488722066,0.4885231488722066
semantic,0.5030245535714286,0.5030245535714286
glass,0.5035399359084161,0.5035399359084161
mem,0.48414996603260874,0.48414996603260874
motor,0.5277550649697633,0.5277550649697633
semantic,0.49985491071428567,0.49985491071428567
glass,0.5067097215085075,0.5067097215085075
mem,0.5026644183488613,0.5026644183488613
motor,0.5290764263589129,0.5290764263589129
semantic,0.47589843750000005,0.47589843750000005
glass,0.49821473178599973,0.49821473178599973
mem,0.47657180059523807,0.47657180059523807
motor,0.4911366694687728,0.4911366694687728
semantic,0.5486886160714286,0.5486886160714286
glass,0.49988821442845727,0.49988821442845727
mem,0.4912996975284679,0.4912996975284679
motor,0.5388443728712682,0.5388443728712682
semantic,0.5012890625,0.5012890625
glass,0.47207546462829736,0.47207546462829736
mem,0.4739629836309524,0.4739629836309524
motor,0.49965666054113234,0.49965666054113234
semantic,0.4935379464285714,0.4935379464285714
glass,0.49152481586159646,0.49152481586159646
mem,0.5197738742236025,0.5197738742236025
motor,0.4763449837955722,0.4763449837955722
semantic,0.5156752232142857,0.5156752232142857
